I-1A01,WBGene00000227
II-7J08,WBGene00003868
II-7J09,WBGene00004300
II-7J11,WBGene00002957
II-7J12,WBGene00000090
II-7J13,WBGene00003756
II-7J14,WBGene00007013
II-7J14,WBGene00077453
II-7J15,WBGene00000472
II-7J16,WBGene00013387
II-7J17,WBGene00009352
II-7J18,WBGene00010055
II-7J19,WBGene00009353
II-7J20,WBGene00003960
II-7J22,WBGene00003960
II-7J22,WBGene00010048
II-7J23,WBGene00006788
II-7J24,WBGene00010048
II-7J24,WBGene00010049
II-7K01,WBGene00007669
II-7K02,WBGene00007352
II-7K03,WBGene00001447
II-7K03,WBGene00007670
II-7K04,WBGene00007353
II-7K05,WBGene00014164
II-7K06,WBGene00007354
II-7K10,WBGene00007355
II-7K11,WBGene00014166
II-7K12,WBGene00007356
II-7K13,WBGene00014166
II-7K14,WBGene00007555
II-7K15,WBGene00014168
II-7K16,WBGene00007564
II-7K18,WBGene00007556
II-7K19,WBGene00014170
II-7K20,WBGene00000796
II-7K21,WBGene00003058
II-7K22,WBGene00000798
II-7K23,WBGene00003058
II-7K24,WBGene00007557
II-7L01,WBGene00004455
II-7L02,WBGene00010050
II-7L03,WBGene00004454
II-7L03,WBGene00007504
II-7L04,WBGene00010051
II-7L05,WBGene00003831
II-7L07,WBGene00043120
II-7L08,WBGene00001031
II-7L09,WBGene00007499
II-7L10,WBGene00010053
II-7L11,WBGene00007500
II-7L12,WBGene00010054
II-7L13,WBGene00007501
II-7L13,WBGene00007502
II-7L14,WBGene00010055
II-7L15,WBGene00007502
II-7L16,WBGene00010056
II-7L17,WBGene00007503
II-7L18,WBGene00010057
II-7L19,WBGene00003133
II-7L20,WBGene00008361
II-7L21,WBGene00009575
II-7L22,WBGene00008545
II-7L23,WBGene00009576
II-7L23,WBGene00044917
II-7L24,WBGene00008546
II-7M03,WBGene00003939
II-7M04,WBGene00007559
II-7M05,WBGene00009193
II-7M06,WBGene00007560
II-7M07,WBGene00004017
II-7M10,WBGene00007561
II-7M11,WBGene00000914
II-7M12,WBGene00007562
II-7M13,WBGene00001686
II-7M14,WBGene00007563
II-7M15,WBGene00009364
II-7M16,WBGene00010893
II-7M17,WBGene00009365
II-7M18,WBGene00010894
II-7M19,WBGene00005079
II-7M20,WBGene00010895
II-7M21,WBGene00005080
II-7M22,WBGene00010896
II-7M23,WBGene00000389
II-7M24,WBGene00010897
II-7N01,WBGene00009577
II-7N02,WBGene00003791
II-7N03,WBGene00044916
II-7N04,WBGene00008547
II-7N05,WBGene00004096
II-7N06,WBGene00008548
II-7N07,WBGene00009579
II-7N08,WBGene00008549
II-7N09,WBGene00003076
II-7N11,WBGene00004478
II-7N12,WBGene00013924
II-7N13,WBGene00004227
II-7N14,WBGene00013925
II-7N15,WBGene00003046
II-7N16,WBGene00004468
II-7N17,WBGene00009511
II-7N18,WBGene00013926
II-7N19,WBGene00009512
II-7N20,WBGene00007028
II-7N21,WBGene00009513
II-7N22,WBGene00008136
II-7N23,WBGene00009514
II-7N24,WBGene00008137
II-7O02,WBGene00010898
II-7O03,WBGene00011039
II-7O04,WBGene00010899
II-7O05,WBGene00011040
II-7O06,WBGene00010900
II-7O07,WBGene00005071
II-7O08,WBGene00004704
II-7O08,WBGene00008433
II-7O09,WBGene00011041
II-7O10,WBGene00004704
II-7O10,WBGene00008433
II-7O11,WBGene00011331
II-7O13,WBGene00004334
II-7O15,WBGene00004038
II-7O17,WBGene00003177
II-7O18,WBGene00001586
II-7O19,WBGene00011333
II-7O21,WBGene00011334
II-7O22,WBGene00000655
II-7O22,WBGene00007488
II-7O23,WBGene00010013
II-7O24,WBGene00000616
II-7P02,WBGene00008138
II-7P03,WBGene00011523
II-7P05,WBGene00011524
II-7P06,WBGene00006617
II-7P08,WBGene00002184
II-7P09,WBGene00011526
II-7P10,WBGene00008140
II-7P11,WBGene00011527
II-7P12,WBGene00012148
II-7P13,WBGene00011528
II-7P15,WBGene00004465
II-7P16,WBGene00008743
II-7P16,WBGene00012149
II-7P17,WBGene00011529
II-7P18,WBGene00012149
II-7P19,WBGene00011530
II-7P20,WBGene00002262
II-7P21,WBGene00011464
II-7P22,WBGene00008739
II-7P23,WBGene00011465
II-7P24,WBGene00000114
II-8A01,WBGene00008740
II-8A02,WBGene00013263
II-8A03,WBGene00008741
II-8A04,WBGene00013264
II-8A05,WBGene00001679
II-8A06,WBGene00013254
II-8A07,WBGene00008742
II-8A08,WBGene00013265
II-8A09,WBGene00008743
II-8A10,WBGene00013255
II-8A11,WBGene00009688
II-8A12,WBGene00013266
II-8A13,WBGene00009689
II-8A14,WBGene00016825
II-8A15,WBGene00009690
II-8A16,WBGene00016826
II-8A17,WBGene00009691
II-8A18,WBGene00016827
II-8A19,WBGene00009691
II-8A20,WBGene00004945
II-8A21,WBGene00001016
II-8A22,WBGene00016828
II-8A23,WBGene00219294
II-8A24,WBGene00016829
II-8B01,WBGene00012600
II-8B05,WBGene00012602
II-8B06,WBGene00004116
II-8B07,WBGene00009390
II-8B08,WBGene00008446
II-8B09,WBGene00005040
II-8B11,WBGene00009391
II-8B12,WBGene00008447
II-8B14,WBGene00008448
II-8B16,WBGene00000113
II-8B17,WBGene00009394
II-8B18,WBGene00009739
II-8B19,WBGene00009395
II-8B21,WBGene00009396
II-8B22,WBGene00009741
II-8B23,WBGene00009397
II-8B24,WBGene00010069
II-8C02,WBGene00016830
II-8C03,WBGene00009663
II-8C04,WBGene00016831
II-8C05,WBGene00009658
II-8C06,WBGene00016832
II-8C07,WBGene00005013
II-8C08,WBGene00016833
II-8C09,WBGene00009659
II-8C10,WBGene00016834
II-8C11,WBGene00009660
II-8C12,WBGene00013273
II-8C13,WBGene00009661
II-8C14,WBGene00013274
II-8C15,WBGene00009662
II-8C16,WBGene00013275
II-8C18,WBGene00013276
II-8C19,WBGene00012395
II-8C20,WBGene00013277
II-8C21,WBGene00003979
II-8C22,WBGene00013278
II-8C23,WBGene00012085
II-8C24,WBGene00013279
II-8D01,WBGene00009398
II-8D02,WBGene00010070
II-8D04,WBGene00010071
II-8D05,WBGene00009400
II-8D06,WBGene00013000
II-8D07,WBGene00010263
II-8D11,WBGene00010265
II-8D12,WBGene00013002
II-8D13,WBGene00010266
II-8D14,WBGene00013004
II-8D15,WBGene00010267
II-8D16,WBGene00013006
II-8D17,WBGene00010268
II-8D23,WBGene00010271
II-8D23,WBGene00206480
II-8D24,WBGene00001768
II-8E01,WBGene00000528
II-8E03,WBGene00012086
II-8E04,WBGene00004945
II-8E04,WBGene00206479
II-8E05,WBGene00010785
II-8E06,WBGene00010217
II-8E07,WBGene00003789
II-8E08,WBGene00010218
II-8E09,WBGene00000659
II-8E09,WBGene00003789
II-8E10,WBGene00010219
II-8E11,WBGene00010786
II-8E12,WBGene00010220
II-8E13,WBGene00010787
II-8E14,WBGene00013280
II-8E15,WBGene00014151
II-8E16,WBGene00013281
II-8E17,WBGene00014152
II-8E18,WBGene00013282
II-8E19,WBGene00014153
II-8E21,WBGene00014154
II-8E22,WBGene00013284
II-8E23,WBGene00014155
II-8E24,WBGene00013285
II-8F01,WBGene00012605
II-8F02,WBGene00013009
II-8F05,WBGene00004232
II-8F08,WBGene00001772
II-8F09,WBGene00000870
II-8F10,WBGene00001760
II-8F12,WBGene00001762
II-8F13,WBGene00012609
II-8F14,WBGene00001763
II-8F15,WBGene00012610
II-8F16,WBGene00001764
II-8F17,WBGene00003860
II-8F18,WBGene00001766
II-8F19,WBGene00003144
II-8F20,WBGene00001767
II-8F21,WBGene00004242
II-8F23,WBGene00008929
II-8F24,WBGene00007836
II-8G01,WBGene00014156
II-8G02,WBGene00013286
II-8G03,WBGene00014151
II-8G03,WBGene00014157
II-8G04,WBGene00013287
II-8G05,WBGene00001977
II-8G06,WBGene00013288
II-8G07,WBGene00003015
II-8G08,WBGene00012283
II-8G09,WBGene00012219
II-8G10,WBGene00012284
II-8G12,WBGene00012285
II-8G13,WBGene00004271
II-8G14,WBGene00005250
II-8G15,WBGene00003015
II-8G16,WBGene00012287
II-8G17,WBGene00012221
II-8G18,WBGene00012288
II-8G19,WBGene00012222
II-8G20,WBGene00008837
II-8G22,WBGene00008838
II-8G23,WBGene00012457
II-8G24,WBGene00008839
II-8H01,WBGene00008930
II-8H02,WBGene00007837
II-8H04,WBGene00045289
II-8H05,WBGene00008932
II-8H10,WBGene00002235
II-8H11,WBGene00009641
II-8H12,WBGene00002235
II-8H13,WBGene00006999
II-8H14,WBGene00013207
II-8H15,WBGene00009642
II-8H16,WBGene00013208
II-8H16,WBGene00013210
II-8H17,WBGene00009643
II-8H18,WBGene00013209
II-8H19,WBGene00013590
II-8H20,WBGene00011052
II-8H21,WBGene00013591
II-8H23,WBGene00013592
II-8H24,WBGene00011054
II-8I02,WBGene00005173
II-8I04,WBGene00008840
II-8I06,WBGene00008841
II-8I07,WBGene00003154
II-8I08,WBGene00005174
II-8I09,WBGene00012461
II-8I10,WBGene00008842
II-8I11,WBGene00006601
II-8I12,WBGene00008843
II-8I13,WBGene00012462
II-8I14,WBGene00008844
II-8I14,WBGene00008847
II-8I16,WBGene00011876
II-8I16,WBGene00043054
II-8I18,WBGene00000660
II-8I19,WBGene00012464
II-8I20,WBGene00011877
II-8I24,WBGene00005289
II-8J01,WBGene00000661
II-8J03,WBGene00004120
II-8J05,WBGene00009245
II-8J07,WBGene00009245
II-8J08,WBGene00001888
II-8J09,WBGene00009246
II-8J10,WBGene00001899
II-8J11,WBGene00009247
II-8J12,WBGene00001883
II-8J13,WBGene00009248
II-8J14,WBGene00001888
II-8J15,WBGene00009307
II-8J16,WBGene00001889
II-8J17,WBGene00001998
II-8J18,WBGene00001886
II-8J19,WBGene00009308
II-8J20,WBGene00001887
II-8J22,WBGene00001888
II-8J24,WBGene00001889
II-8K01,WBGene00012467
II-8K02,WBGene00005288
II-8K03,WBGene00000565
II-8K04,WBGene00005290
II-8K06,WBGene00005283
II-8K08,WBGene00005291
II-8K09,WBGene00012469
II-8K10,WBGene00005294
II-8K11,WBGene00012470
II-8K14,WBGene00006009
II-8K17,WBGene00012844
II-8K18,WBGene00006011
II-8K19,WBGene00012845
II-8K20,WBGene00009866
II-8K22,WBGene00009867
II-8K23,WBGene00013246
II-8K24,WBGene00009868
II-8K24,WBGene00044162
II-8L01,WBGene00003388
II-8L02,WBGene00001890
II-8L03,WBGene00012372
II-8L04,WBGene00013934
II-8L05,WBGene00001947
II-8L06,WBGene00001918
II-8L07,WBGene00012373
II-8L08,WBGene00001917
II-8L09,WBGene00012375
II-8L10,WBGene00001916
II-8L12,WBGene00008576
II-8L13,WBGene00000274
II-8L14,WBGene00008577
II-8L15,WBGene00008859
II-8L16,WBGene00002120
II-8L17,WBGene00001459
II-8L17,WBGene00008860
II-8L18,WBGene00008578
II-8L19,WBGene00008861
II-8L21,WBGene00008862
II-8M01,WBGene00013247
II-8M02,WBGene00006254
II-8M03,WBGene00013267
II-8M04,WBGene00009869
II-8M05,WBGene00013248
II-8M07,WBGene00013268
II-8M08,WBGene00012579
II-8M09,WBGene00013249
II-8M10,WBGene00012580
II-8M12,WBGene00012581
II-8M13,WBGene00013250
II-8M14,WBGene00012582
II-8M15,WBGene00002063
II-8M16,WBGene00012583
II-8M18,WBGene00012584
II-8M19,WBGene00013270
II-8M20,WBGene00012585
II-8M21,WBGene00013252
II-8M22,WBGene00012586
II-8M23,WBGene00013270
II-8N05,WBGene00012985
II-8N06,WBGene00001838
II-8N10,WBGene00013096
II-8N14,WBGene00012198
II-8N16,WBGene00012199
II-8N18,WBGene00012200
II-8N19,WBGene00003119
II-8N20,WBGene00012328
II-8N21,WBGene00012990
II-8N23,WBGene00012990
II-8O01,WBGene00013253
II-8O02,WBGene00012588
II-8O04,WBGene00012589
II-8O05,WBGene00013256
II-8O06,WBGene00012590
II-8O08,WBGene00012591
II-8O08,WBGene00175028
II-8O09,WBGene00013257
II-8O10,WBGene00012592
II-8O11,WBGene00013258
II-8O12,WBGene00012593
II-8O14,WBGene00012594
II-8O16,WBGene00012595
II-8O21,WBGene00013261
II-8O22,WBGene00012598
II-8O23,WBGene00013261
II-8O24,WBGene00004347
II-8P03,WBGene00012993
II-8P04,WBGene00012332
II-8P10,WBGene00012722
II-8P12,WBGene00012723
II-8P13,WBGene00012995
II-8P14,WBGene00012724
II-8P16,WBGene00012728
II-8P17,WBGene00012997
II-8P18,WBGene00012726
II-8P22,WBGene00012727
II-8P24,WBGene00008492
II-9A01,WBGene00008493
II-9A02,WBGene00006603
II-9A02,WBGene00008963
II-9A03,WBGene00008494
II-9A04,WBGene00000188
II-9A04,WBGene00006603
II-9A05,WBGene00008495
II-9A06,WBGene00008964
II-9A07,WBGene00008496
II-9A08,WBGene00000225
II-9A09,WBGene00008497
II-9A10,WBGene00007996
II-9A11,WBGene00008498
II-9A12,WBGene00007997
II-9A13,WBGene00008499
II-9A15,WBGene00008500
II-9A16,WBGene00007999
II-9A17,WBGene00012727
II-9A18,WBGene00013851
II-9A19,WBGene00000901
II-9A20,WBGene00006787
II-9A23,WBGene00012187
II-9B01,WBGene00018383
II-9B05,WBGene00018381
II-9B07,WBGene00018380
II-9B09,WBGene00018379
II-9B11,WBGene00018378
II-9B13,WBGene00018784
II-9B15,WBGene00018783
II-9B17,WBGene00018783
II-9B19,WBGene00018781
II-9C01,WBGene00012188
II-9C02,WBGene00010491
II-9C03,WBGene00002275
II-9C04,WBGene00007478
II-9C05,WBGene00012730
II-9C06,WBGene00007479
II-9C07,WBGene00012731
II-9C10,WBGene00007479
II-9C11,WBGene00012730
II-9C13,WBGene00000662
II-9C14,WBGene00013187
II-9C15,WBGene00014569
II-9C16,WBGene00013187
II-9C17,WBGene00010719
II-9C17,WBGene00012230
II-9C18,WBGene00013188
II-9C19,WBGene00010720
II-9C20,WBGene00006381
II-9C21,WBGene00010721
II-9C22,WBGene00013189
II-9C23,WBGene00010722
II-9D01,WBGene00018782
II-9D03,WBGene00018781
II-9D05,WBGene00018781
II-9D07,WBGene00022447
II-9D11,WBGene00022445
II-9D13,WBGene00004210
II-9D15,WBGene00004210
II-9D17,WBGene00022444
II-9D19,WBGene00022443
II-9D21,WBGene00022441
II-9D23,WBGene00004210
II-9E01,WBGene00001805
II-9E02,WBGene00013189
II-9E03,WBGene00012227
II-9E04,WBGene00013189
II-9E04,WBGene00013192
II-9E06,WBGene00013193
II-9E07,WBGene00012228
II-9E08,WBGene00013194
II-9E09,WBGene00012230
II-9E10,WBGene00013195
II-9E11,WBGene00012978
II-9E12,WBGene00001225
II-9E13,WBGene00004456
II-9E14,WBGene00013196
II-9E15,WBGene00006964
II-9E16,WBGene00012179
II-9E17,WBGene00001133
II-9E18,WBGene00003651
II-9E19,WBGene00012979
II-9E20,WBGene00012180
II-9E21,WBGene00012980
II-9E23,WBGene00000038
II-9E24,WBGene00012182
II-9F01,WBGene00022442
II-9F05,WBGene00022438
II-9F07,WBGene00006710
II-9F09,WBGene00022449
II-9F11,WBGene00005020
II-9F15,WBGene00022447
II-9F17,WBGene00022447
II-9F19,WBGene00022449
II-9F21,WBGene00022452
II-9F23,WBGene00022453
II-9G01,WBGene00000037
II-9G02,WBGene00011042
II-9G03,WBGene00001992
II-9G04,WBGene00011043
II-9G05,WBGene00012981
II-9G09,WBGene00012983
II-9G10,WBGene00000399
II-9G11,WBGene00012984
II-9G12,WBGene00011044
II-9G13,WBGene00001971
II-9G15,WBGene00000038
II-9G16,WBGene00011044
II-9G18,WBGene00010987
II-9G20,WBGene00010987
II-9G21,WBGene00013215
II-9G23,WBGene00000831
II-9H01,WBGene00019343
II-9H05,WBGene00021193
II-9H07,WBGene00004166
II-9H09,WBGene00004166
II-9H13,WBGene00004166
II-9H15,WBGene00021546
II-9H17,WBGene00012895
II-9H23,WBGene00012913
II-9I01,WBGene00013220
II-9I03,WBGene00013216
II-9I05,WBGene00013217
II-9I07,WBGene00013218
II-9I08,WBGene00001247
II-9I09,WBGene00002996
II-9I09,WBGene00185067
II-9I10,WBGene00013176
II-9I11,WBGene00013219
II-9I12,WBGene00013150
II-9I13,WBGene00005264
II-9I14,WBGene00044720
II-9I15,WBGene00011047
II-9I16,WBGene00013151
II-9I19,WBGene00002076
II-9I20,WBGene00013152
II-9I24,WBGene00013154
II-9J01,WBGene00012894
II-9J03,WBGene00012914
II-9J05,WBGene00012896
II-9J09,WBGene00012897
II-9J11,WBGene00012915
II-9J19,WBGene00012916
II-9J23,WBGene00012917
II-9K01,WBGene00011050
II-9K03,WBGene00000059
II-9K05,WBGene00009179
II-9K06,WBGene00013157
II-9K08,WBGene00013156
II-9K09,WBGene00009180
II-9K10,WBGene00013158
II-9K11,WBGene00194892
II-9K13,WBGene00001371
II-9K15,WBGene00004048
II-9K16,WBGene00013161
II-9K17,WBGene00010550
II-9K18,WBGene00000208
II-9K19,WBGene00010551
II-9K20,WBGene00013163
II-9K21,WBGene00013222
II-9K23,WBGene00013222
II-9K24,WBGene00013164
II-9L01,WBGene00044164
II-9L03,WBGene00012899
II-9L05,WBGene00004904
II-9L07,WBGene00012900
II-9L09,WBGene00001793
II-9L11,WBGene00012901
II-9L13,WBGene00001793
II-9L15,WBGene00012903
II-9L19,WBGene00012905
II-9M01,WBGene00007545
II-9M02,WBGene00013165
II-9M04,WBGene00013166
II-9M05,WBGene00010758
II-9M07,WBGene00010759
II-9M09,WBGene00000972
II-9M10,WBGene00013168
II-9M11,WBGene00010760
II-9M13,WBGene00010761
II-9M14,WBGene00013169
II-9M15,WBGene00010762
II-9M15,WBGene00045403
II-9M17,WBGene00010763
II-9M18,WBGene00013171
II-9M19,WBGene00010764
II-9M20,WBGene00013172
II-9M21,WBGene00010193
II-9M22,WBGene00013171
II-9M23,WBGene00010194
II-9N01,WBGene00012906
II-9N03,WBGene00012920
II-9N05,WBGene00012908
II-9N09,WBGene00012909
II-9N11,WBGene00012911
II-9N13,WBGene00012912
II-9N15,WBGene00012921
II-9N17,WBGene00019207
II-9N19,WBGene00019207
II-9N21,WBGene00044645
II-9N23,WBGene00044645
II-9O01,WBGene00010195
II-9O02,WBGene00001774
II-9O03,WBGene00010196
II-9O04,WBGene00001775
II-9O05,WBGene00010197
II-9O06,WBGene00001776
II-9O07,WBGene00010198
II-9O08,WBGene00001777
II-9O09,WBGene00007242
II-9O10,WBGene00001787
II-9O11,WBGene00007243
II-9O11,WBGene00044333
II-9O13,WBGene00007244
II-9O14,WBGene00001779
II-9O15,WBGene00007245
II-9O16,WBGene00013175
II-9O17,WBGene00007246
II-9O18,WBGene00001780
II-9O19,WBGene00007247
II-9O21,WBGene00007248
II-9O23,WBGene00006603
II-9P01,WBGene00021776
II-9P03,WBGene00021774
II-9P05,WBGene00021791
II-9P07,WBGene00021779
II-9P09,WBGene00021787
II-9P11,WBGene00021784
II-9P11,WBGene00021787
II-9P13,WBGene00021784
II-9P15,WBGene00021786
II-9P17,WBGene00021785
II-9P19,WBGene00021784
II-9P21,WBGene00021784
II-10A01,WBGene00000135
II-10A02,WBGene00000170
II-10A03,WBGene00000180
II-10A04,WBGene00000211
II-10A05,WBGene00000259
II-10A06,WBGene00000403
II-10A07,WBGene00000459
II-10A08,WBGene00000652
II-10A09,WBGene00000771
II-10A10,WBGene00000819
II-10A11,WBGene00000857
II-10A12,WBGene00000933
II-10A13,WBGene00001027
II-10A14,WBGene00001061
II-10A15,WBGene00001505
II-10A16,WBGene00001509
II-10A17,WBGene00001510
II-10A18,WBGene00002008
II-10A19,WBGene00002030
II-10A20,WBGene00002053
II-10A21,WBGene00002054
II-10A22,WBGene00002200
II-10A23,WBGene00002268
II-10A24,WBGene00002295
II-10B01,WBGene00002299
II-10B02,WBGene00003009
II-10B03,WBGene00003246
II-10B04,WBGene00003542
II-10B05,WBGene00003547
II-10B06,WBGene00003615
II-10B07,WBGene00003651
II-10B08,WBGene00003734
II-10B09,WBGene00003983
II-10B10,WBGene00004167
II-10B11,WBGene00004174
II-10B12,WBGene00004234
II-10B13,WBGene00004306
II-10B14,WBGene00004346
II-10B15,WBGene00004461
II-10B16,WBGene00004510
II-10B17,WBGene00004752
II-10B18,WBGene00004860
II-10B20,WBGene00005081
II-10B21,WBGene00005544
II-10B22,WBGene00005583
II-10B23,WBGene00005713
II-10B24,WBGene00006307
II-10C01,WBGene00006390
II-10C02,WBGene00006404
II-10C03,WBGene00006657
II-10C04,WBGene00006658
II-10C05,WBGene00006831
II-10C06,WBGene00006856
II-10C07,WBGene00006933
II-10C08,WBGene00006988
II-10C09,WBGene00007064
II-10C10,WBGene00007998
II-10C11,WBGene00008053
II-10C12,WBGene00008436
II-10C13,WBGene00008444
II-10C14,WBGene00008482
II-10C15,WBGene00008642
II-10C16,WBGene00008965
II-10C17,WBGene00009194
II-10C18,WBGene00009311
II-10C19,WBGene00009352
II-10C20,WBGene00009393
II-10C21,WBGene00009729
II-10C22,WBGene00010056
II-10C23,WBGene00010503
II-10C24,WBGene00011049
II-10D01,WBGene00011051
II-10D02,WBGene00011169
II-10D03,WBGene00011312
II-10D04,WBGene00011756
II-10D05,WBGene00011976
II-10D06,WBGene00012033
II-10D07,WBGene00012596
II-10D08,WBGene00012730
II-10D09,WBGene00012907
II-10D10,WBGene00012916
II-10D11,WBGene00012982
II-10D12,WBGene00012989
II-10D13,WBGene00013013
II-10D14,WBGene00013014
II-10D15,WBGene00013091
II-10D16,WBGene00013093
II-10D17,WBGene00013095
II-10D18,WBGene00013139
II-10D18,WBGene00175030
II-10D19,WBGene00013160
II-10D20,WBGene00013167
II-10D21,WBGene00013212
II-10D22,WBGene00013388
II-10D23,WBGene00013852
II-10D24,WBGene00013923
II-10E01,WBGene00014054
II-10E02,WBGene00014060
II-10E03,WBGene00014063
II-10E04,WBGene00014066
II-10E05,WBGene00014127
II-10E06,WBGene00014128
II-10E07,WBGene00014129
II-10E08,WBGene00014165
II-10E09,WBGene00014171
II-10E10,WBGene00014254
II-10E11,WBGene00015005
II-10E12,WBGene00015064
II-10E13,WBGene00015066
II-10E14,WBGene00015407
II-10E15,WBGene00015601
II-10E16,WBGene00015854
II-10E17,WBGene00015918
II-10E18,WBGene00015939
II-10E19,WBGene00015943
II-10E20,WBGene00016113
II-10E21,WBGene00016115
II-10E22,WBGene00016117
II-10E23,WBGene00016119
II-10E24,WBGene00016120
II-10F01,WBGene00016151
II-10F02,WBGene00016211
II-10F03,WBGene00016236
II-10F04,WBGene00016311
II-10F05,WBGene00016313
II-10F06,WBGene00016314
II-10F07,WBGene00016315
II-10F08,WBGene00016317
II-10F09,WBGene00016318
II-10F10,WBGene00016628
II-10F11,WBGene00016888
II-10F12,WBGene00016890
II-10F13,WBGene00016967
II-10F14,WBGene00016973
II-10F15,WBGene00017144
II-10F16,WBGene00001538
II-10F17,WBGene00017277
II-10F18,WBGene00017343
II-10F19,WBGene00017351
II-10F20,WBGene00017405
II-10F21,WBGene00017406
II-10F22,WBGene00017435
II-10F23,WBGene00017436
II-10F24,WBGene00017439
II-10G01,WBGene00017440
II-10G02,WBGene00017563
II-10G03,WBGene00017587
II-10G04,WBGene00017683
II-10G05,WBGene00017686
II-10G06,WBGene00017895
II-10G07,WBGene00017944
II-10G08,WBGene00018352
II-10G09,WBGene00018384
II-10G10,WBGene00018751
II-10G11,WBGene00018872
II-10G12,WBGene00018873
II-10G13,WBGene00019018
II-10G14,WBGene00019118
II-10G15,WBGene00019127
II-10G16,WBGene00019128
II-10G17,WBGene00019216
II-10G18,WBGene00019268
II-10G19,WBGene00019269
II-10G20,WBGene00019270
II-10G21,WBGene00019405
II-10G22,WBGene00019408
II-10G23,WBGene00019426
II-10G24,WBGene00019427
II-10H01,WBGene00019511
II-10H02,WBGene00019586
II-10H03,WBGene00019589
II-10H04,WBGene00019608
II-10H05,WBGene00077490
II-10H06,WBGene00019796
II-10H07,WBGene00019893
II-10H08,WBGene00020023
II-10H09,WBGene00020233
II-10H10,WBGene00020460
II-10H11,WBGene00020476
II-10H12,WBGene00020784
II-10H13,WBGene00020804
II-10H14,WBGene00021595
II-10H15,WBGene00021713
II-10H16,WBGene00021789
II-10H17,WBGene00021790
II-10H18,WBGene00021797
II-10H19,WBGene00022849
II-10H20,WBGene00022866
II-10H21,WBGene00022874
II-10H22,WBGene00022876
II-10H23,WBGene00022880
II-10H24,WBGene00022882
II-10I01,WBGene00022883
II-10I02,WBGene00023410
II-10I03,WBGene00043986
II-10I04,WBGene00044030
II-10I05,WBGene00044031
II-10I06,WBGene00044032
II-10I07,WBGene00003228
II-10I08,WBGene00005080
II-10I09,WBGene00006402
II-10I10,WBGene00009904
II-10I11,WBGene00010881
II-10I12,WBGene00012463
II-10I13,WBGene00012987
II-10I14,WBGene00013159
II-10I15,WBGene00014047
II-10I16,WBGene00015065
II-10I17,WBGene00015794
II-10I18,WBGene00015940
II-10I19,WBGene00017555
II-10I20,WBGene00017971
II-10I21,WBGene00018201
II-10I22,WBGene00018271
II-10I23,WBGene00018302
II-10I24,WBGene00018586
II-10J01,WBGene00019605
II-10J02,WBGene00019690
II-10J03,WBGene00019854
II-10J04,WBGene00020172
II-10J05,WBGene00020222
II-10J06,WBGene00020410
II-10J07,WBGene00020482
II-10J08,WBGene00022439
II-10J09,WBGene00022714
II-10J10,WBGene00044048
II-10J11,WBGene00044301
II-10J12,WBGene00000151
II-10J13,WBGene00000658
II-10J14,WBGene00000804
II-10J15,WBGene00000928
II-10J16,WBGene00000969
II-10J17,WBGene00001522
II-10J18,WBGene00001768
II-10J19,WBGene00001783
II-10J20,WBGene00002086
II-10J21,WBGene00002088
II-10J22,WBGene00002089
II-10J23,WBGene00002094
II-10J24,WBGene00002097
II-10K01,WBGene00002098
II-10K02,WBGene00002103
II-10K03,WBGene00002194
II-10K04,WBGene00002980
II-10K05,WBGene00003870
II-10K06,WBGene00003928
II-10K07,WBGene00004383
II-10K08,WBGene00005032
II-10K09,WBGene00005039
II-10K10,WBGene00005345
II-10K11,WBGene00005352
II-10K12,WBGene00005572
II-10K13,WBGene00005787
II-10K14,WBGene00007146
II-10K15,WBGene00007334
II-10K16,WBGene00007414
II-10K17,WBGene00007836
II-10K18,WBGene00007892
II-10K19,WBGene00008139
II-10K20,WBGene00008639
II-10K21,WBGene00008803
II-10K22,WBGene00008863
II-10K23,WBGene00009712
II-10K24,WBGene00010052
II-10L01,WBGene00010264
