A0FLQ6,O75417
Q19269,Q16820
Q20191,Q16819
Q20191,Q16820
Q9U3S9,Q16819
Q9U3S9,Q16820
P55163,P55160
P55163,Q9Y2A7
P55326,O43399
P55326,P55327
P55326,Q16890
P55326,Q96J77
P55853,P63165
P55954,P20674
P58798,P59998
P61228,Q9BX73
P61866,P30050
P62784,P62805
P80361,Q9NR50
P81299,O60729
P81299,Q9UNH5
P83351,O95721
P83528,O43752
P83528,O60499
P84199,Q6ZWH5
P90735,P05023
P90735,P13637
P90735,P50993
P90735,Q13733
P90740,Q9Y2M0
P90747,Q9HD20
P90754,O14638
P90754,P22413
P90754,Q13822
P90755,O14638
P90755,P22413
P90755,Q13822
P90757,Q96RY7
P90761,Q8WXE9
P90761,Q9Y6Q2
P90770,Q92562
P90771,P05181
P90771,P10632
P90771,P10635
P90771,P11509
P90771,P11712
P90771,P20813
P90771,P20853
P90771,P24903
P90771,P33260
P90771,P33261
P90771,P51589
P90771,Q16696
P90771,Q6VVX0
P90771,Q7Z449
P90771,Q8TAV3
P90771,Q96SQ9
P90783,Q8N7H5
P90786,Q7Z3Z3
P90786,Q7Z3Z4
P90786,Q8TC59
P90786,Q96J94
Q17567,Q7Z3Z3
Q17567,Q7Z3Z4
Q17567,Q8TC59
Q17567,Q96J94
P90787,O60476
P90787,P33908
P90787,Q9NR34
P90788,O76031
P90789,P17568
P90793,Q96HM7
P90793,Q9H1Q7
P90795,P43304
P90815,P09234
P90829,P28340
P90830,Q9BV94
P90831,Q6PI48
P90838,Q9Y3I0
P90839,Q96DX4
P90848,Q15063
P90848,Q15582
P90849,P10606
P90850,Q9GZM7
P90850,Q9UJW2
P90858,Q9UI40
P90859,Q9UKV5
P90861,Q9NRX4
P90866,P49336
P90866,Q9BWU1
P90867,Q9UEE9
P90868,P28070
P90904,Q8N6T3
P90912,Q9UBI9
P90914,O95260
P90916,Q09028
P90916,Q16576
P90919,Q9BQ70
P90921,O75964
Q18803,O75964
P90922,Q9Y450
P90953,P81133
P90953,Q14190
P90953,Q16665
P90953,Q8IXF0
P90953,Q99742
P90953,Q99814
P90953,Q9Y2N7
G5EF50,P16562
P90958,P16562
Q18538,P16562
Q18539,P16562
Q18540,P16562
Q18543,P16562
Q20603,P16562
Q20609,P16562
Q93444,P16562
Q9N5N3,P16562
G5EF50,O43692
G5EF50,P48060
G5EF50,Q6UWM5
G5EF50,Q6UXB8
G5EF50,Q9H0B8
G5EF50,Q9H336
G5EF50,Q9H3Y0
P90958,O43692
P90958,P48060
P90958,Q6UWM5
P90958,Q6UXB8
P90958,Q9H0B8
P90958,Q9H336
P90958,Q9H3Y0
Q18538,O43692
Q18538,P48060
Q18538,Q6UWM5
Q18538,Q6UXB8
Q18538,Q9H0B8
Q18538,Q9H336
Q18538,Q9H3Y0
Q18539,O43692
Q18539,P48060
Q18539,Q6UWM5
Q18539,Q6UXB8
Q18539,Q9H0B8
Q18539,Q9H336
Q18539,Q9H3Y0
Q18540,O43692
Q18540,P48060
Q18540,Q6UWM5
Q18540,Q6UXB8
Q18540,Q9H0B8
Q18540,Q9H336
Q18540,Q9H3Y0
Q18543,O43692
Q18543,P48060
Q18543,Q6UWM5
Q18543,Q6UXB8
Q18543,Q9H0B8
Q18543,Q9H336
Q18543,Q9H3Y0
Q20603,O43692
Q20603,P48060
Q20603,Q6UWM5
Q20603,Q6UXB8
Q20603,Q9H0B8
Q20603,Q9H336
Q20603,Q9H3Y0
Q20609,O43692
Q20609,P48060
Q20609,Q6UWM5
Q20609,Q6UXB8
Q20609,Q9H0B8
Q20609,Q9H336
Q20609,Q9H3Y0
Q93444,O43692
Q93444,P48060
Q93444,Q6UWM5
Q93444,Q6UXB8
Q93444,Q9H0B8
Q93444,Q9H336
Q93444,Q9H3Y0
Q9N5N3,O43692
Q9N5N3,P48060
Q9N5N3,Q6UWM5
Q9N5N3,Q6UXB8
Q9N5N3,Q9H0B8
Q9N5N3,Q9H336
Q9N5N3,Q9H3Y0
P90970,Q8TBA6
P90971,O95935
P90971,Q96SF7
P90971,Q9UMR3
P90978,P26368
Q8MXS2,P26368
P90983,P62273
P90984,Q7Z392
P90988,Q8TCG1
P90989,Q17R31
P90992,Q02978
P91001,Q92905
P91014,Q9NNZ3
P91040,Q9BVC4
P91041,O95425
P91079,O15269
P91093,Q5T2R2
P91119,Q9Y233
P91124,Q05084
P91124,Q8NDH6
P91125,Q8TAD8
P91127,O94811
P91127,P59282
P91127,Q9BW30
P91128,P26373
P91129,Q3KNS1
P91346,Q3KNS1
Q19945,Q3KNS1
Q5DTE5,Q3KNS1
P91129,Q6ZW05
P91129,Q96NR3
P91346,Q6ZW05
P91346,Q96NR3
Q5DTE5,Q6ZW05
Q5DTE5,Q96NR3
Q9XXR9,Q6ZW05
Q9XXR9,Q96NR3
P91130,Q9NTX5
P91133,Q8IWV7
P91133,Q8IWV8
P91134,P30520
P91134,Q8N142
P91136,Q8WTT2
P91148,A8MXV4
P91149,Q9UPT5
P91151,Q9UP83
P91153,Q96NY9
P91154,Q9Y221
P91155,Q99741
P91156,Q9UKV3
P91175,Q9HCS7
P91189,Q13217
Q9N3E0,Q13217
P91193,Q8N5G2
P91223,Q8N567
P91240,O76094
P91243,Q9NVH1
P91262,Q9Y6I8
P91266,O60725
P91402,O60725
P91268,P19021
P91278,Q12946
P91278,Q12947
P91280,Q5TAP6
P91280,Q9BVJ6
P91302,Q9BZL1
P91303,O75348
P91303,O95670
P91303,Q96LB4
P91309,O43314
P91309,Q6PFW1
P91313,P56645
Q65ZG8,P56645
P91340,Q9GZR7
P91341,Q15269
P91343,Q9GZL7
P91351,Q9BQ83
P91353,Q96A35
P91354,Q8N1S5
P91359,O75976
P91359,P15169
P91359,P16870
Q22825,O75976
Q22825,P15169
Q22825,P16870
P91373,Q9H3K2
P91374,P61313
P91375,Q9Y3E2
P91390,P04844
P91393,Q92945
P91393,Q96AE4
P91393,Q96I24
Q17936,Q92945
Q17936,Q96AE4
Q17936,Q96I24
Q23487,Q92945
Q23487,Q96AE4
Q23487,Q96I24
Q9BLA0,Q92945
Q9BLA0,Q96AE4
Q9BLA0,Q96I24
P91401,Q8WYA6
P91404,Q9UBF6
P91406,Q04609
P91406,Q9UQQ1
P91406,Q9Y3Q0
Q93332,Q04609
Q93332,Q9UQQ1
Q93332,Q9Y3Q0
P91408,Q8IUZ5
P91408,Q8TBG4
P91424,Q8WVM0
P91425,Q16774
P91427,P00558
P91427,P07205
P91428,Q9Y3A0
P91429,O60449
P91429,P22897
P91429,Q13018
P91429,Q9UBG0
P91430,Q9GZZ9
P91437,Q7Z3K6
P91437,Q8N108
P91437,Q8N344
Q19306,Q7Z3K6
Q19306,Q8N108
Q19306,Q8N344
P91441,Q9H4B6
P91443,Q13402
P91443,Q6PIF6
P91454,Q96DA6
P91454,Q9Y5T4
P91455,P07741
P91477,P49721
P91493,Q9H2B2
P91495,Q5VU65
P91495,Q8TEM1
P91500,O96007
P91502,P45974
P91502,Q92995
P91503,Q9UPV9
P91529,Q9H1D9
P91851,Q96T66
P91851,Q9HAN9
Q9XXM2,Q96T66
Q9XXM2,Q9HAN9
P91855,O75167
P91855,Q8IZ21
P91855,Q96KR7
P91855,Q9C0D0
P91856,Q9Y617
P91857,P20339
P91857,P51148
P91857,P61020
P91862,Q9H7H0
P91867,Q96J01
P91868,Q5SXM2
P91871,P49327
P91910,P68363
P91910,P68366
P91910,Q13748
P91910,Q6PEY2
P91910,Q71U36
P91910,Q9BQE3
P91913,P05386
P91914,P61353
P91917,Q9NTK5
P91918,P14678
P91918,P63162
P91982,P04745
P91982,P04746
P91982,P19961
P91988,Q96CD2
P91989,Q9NRP4
P92004,Q7Z5L9
P92004,Q8IU81
P92004,Q9H1B7
P92012,Q01804
P92012,Q9NP73
P92022,Q9Y333
P92172,O14793
P92172,O95390
P92172,P08476
P92172,P09529
P92186,Q6ZN17
P92186,Q9H9Z2
P92199,O75116
P92199,Q13464
Q02328,O00291
Q02328,O75146
Q02330,F5GWU7
Q02330,O15198
Q02330,P84022
Q02330,Q15796
Q02330,Q15797
Q02331,Q6ZV29
Q02331,Q8IY17
Q21534,Q6ZV29
Q21534,Q8IY17
Q02332,Q15118
Q02332,Q15119
Q02332,Q15120
Q02332,Q16654
Q03206,P15153
Q03206,P60763
Q03206,P63000
Q94124,P15153
Q94124,P60763
Q94124,P63000
Q03560,Q6PD62
Q03563,Q9UPE1
Q03564,Q96SK2
Q03565,O75531
Q03567,Q9NRA2
Q03570,O60244
Q03571,Q17RY0
Q03571,Q7Z5Q1
Q03571,Q8NE35
Q03573,O60308
Q03577,P14868
Q03598,Q9Y3C8
Q03600,P23229
Q03603,P23743
Q03603,P49619
Q03603,Q9Y6T7
Q03604,P23921
Q03606,O43304
Q03606,Q92503
Q03611,P29973
Q03611,Q16280
Q03611,Q16281
Q03611,Q8IV77
Q03614,P23975
Q03614,P31645
Q03614,Q01959
Q03615,Q9H147
Q04833,P98164
Q04833,Q07954
Q04908,O43242
Q05036,O95757
Q05036,P34932
Q05036,Q92598
Q05062,P60953
Q067Y1,Q9ULH0
Q07292,P04049
Q07292,P10398
Q07292,P15056
Q09214,Q8TB22
Q09216,Q7Z2K6
Q18600,Q7Z2K6
Q09217,Q9NQ29
Q09217,Q9Y383
Q09226,Q9Y672
Q09227,Q9BV19
Q09235,Q8IVS8
Q09236,P48444
Q09242,Q4VC05
Q09242,Q8WUZ0
Q09242,Q9BQE9
Q09244,Q8WY91
Q18793,Q8WY91
Q22857,Q8WY91
Q9N5X8,Q8WY91
Q09250,O00422
Q09251,Q8N4F7
Q09251,Q9H920
Q09252,Q9H0G5
Q09253,Q9HC38
Q09254,Q8WYQ3
Q09254,Q9Y6H1
Q09261,Q92665
Q09263,Q14156
Q09263,Q9Y2G0
Q09265,Q4FZB7
Q09265,Q86Y97
Q09266,Q5SRH9
Q09266,Q5VTQ0
Q09269,Q96QK8
Q09275,Q9GZR1
Q09285,Q92667
Q09289,Q16186
Q09292,Q96FG2
Q09296,Q5VU57
Q09297,Q9BW91
Q09298,Q9BXM7
Q09305,Q9Y312
Q09306,O00294
Q09306,O75386
Q09306,P50607
Q09309,Q15291
Q09315,Q969T7
Q09315,Q9H0P0
Q95ZJ9,Q969T7
Q95ZJ9,Q9H0P0
Q09316,Q96SZ6
Q09320,Q6ZT21
Q09345,O94913
Q8IFZ4,O94913
Q09349,O95155
Q95QB5,O95155
Q09350,Q16204
Q09353,Q9HC62
Q09353,Q9P0U3
Q09357,Q86W50
Q09363,O94766
Q09363,Q9P2W7
Q09374,Q9Y3Z3
Q09385,O95926
Q09387,Q9H0Q0
Q09387,Q9NUQ9
Q09390,O15347
Q09390,P09429
Q09390,P26583
Q09390,Q8WW32
Q09395,Q56P03
Q09397,Q13309
Q09406,Q676U5
Q09406,Q8NAA4
Q19124,Q676U5
Q19124,Q8NAA4
Q09409,Q5TAX3
Q09409,Q5VYS8
Q09413,Q14241
Q09415,Q8NB12
Q09415,Q9H7B4
Q09415,Q9NRG4
Q09417,Q4ADV7
Q09422,Q96HS1
Q09437,J3QR44
Q09437,Q9UQ88
Q23357,J3QR44
Q23357,Q9UQ88
Q09438,Q13126
Q09441,Q68CP9
Q09442,Q15427
Q09443,Q9GZN1
Q09444,Q9Y5K5
Q09445,Q5TC63
Q09446,H0YHG0
Q09446,Q6Y2X3
Q8MQF1,H0YHG0
Q8MQF1,Q6Y2X3
Q09450,P55809
Q09450,Q9BYC2
Q09454,Q9BQC3
Q09459,Q68CZ1
Q09460,P30988
Q09460,P32241
Q09460,P34998
Q09460,P41586
Q09460,P43220
Q09460,P47872
Q09460,P49190
Q09460,Q03431
Q09460,Q13324
Q09461,Q8TBP6
Q09461,Q9BZJ4
Q09462,Q9Y3A2
Q09463,Q96GF1
Q09463,Q99942
Q09464,Q9NX58
Q09474,P48775
Q09475,Q5H9U9
Q09475,Q8IY21
Q09476,O43294
Q09476,O60711
Q09476,P49023
Q09477,Q92782
Q09477,Q92784
Q09477,Q92785
Q09485,Q13702
Q09488,O00238
Q09488,P36894
Q09488,P36896
Q09488,P36897
Q09488,P37023
Q09488,Q04771
Q09488,Q8NER5
Q09490,O95166
Q09490,Q9H0R8
Q09497,Q15404
Q09500,O60931
Q09504,O95620
Q09506,O14907
Q09509,Q05932
Q09510,O14950
Q09510,P19105
Q09510,P24844
Q09511,Q01130
Q09512,Q14166
Q09518,Q93015
Q09519,O14607
Q09519,O15054
Q09519,O15550
Q09522,Q9UNQ2
Q09523,O75616
Q09524,Q9BZE2
Q09526,Q9Y224
Q09530,Q14562
Q09531,Q8N6H7
Q09531,Q9NP61
Q09533,P27635
Q09533,Q96L21
Q09535,Q15645
Q09537,P32298
Q09537,P34947
Q09537,P43250
Q09541,P29144
Q09543,P30153
Q09543,P30154
Q09544,P30049
Q09545,P21912
Q09564,O60346
Q09564,Q6ZVD8
Q09568,Q8IYB7
Q09580,P49915
Q09582,Q99707
Q09583,P25788
Q09584,P08621
Q09585,P05549
Q09585,Q6VUC0
Q09585,Q7Z6R9
Q09585,Q92481
Q09585,Q92754
Q09589,P54198
Q09590,P16435
Q09591,O95347
Q09596,O60760
Q21945,O60760
Q09599,Q14493
Q09601,Q8NFH5
Q09603,O75521
Q09604,P28360
Q09604,P35548
Q09615,Q9UBZ9
Q09618,Q9UHK6
Q18122,Q9UHK6
Q09622,Q15397
Q09639,P25098
Q09639,P35626
Q09641,Q9BZQ6
Q09644,Q7L592
Q09645,Q13889
Q09647,Q14679
Q09649,Q9UM11
Q09651,P13994
Q09652,Q9Y2Q3
Q09654,P36406
Q09655,O95872
Q09660,O15528
Q09660,P05108
Q09660,P15538
Q09660,P19099
Q09660,Q02318
Q09660,Q07973
Q09660,Q4G0S4
Q09931,Q96RU2
Q09931,Q9UHP3
Q09956,Q8N3J2
Q09958,Q99848
Q09973,Q8N543
Q09974,O95801
Q09979,Q6YN16
Q18639,Q6YN16
Q09990,Q9UKB1
Q09990,Q9Y297
Q09993,Q9Y284
Q09994,Q9NQW6
Q9XTT4,Q9NQW6
Q09996,Q9P2J5
Q09EE7,P46459
Q94392,P46459
Q09EE9,Q8WUR7
Q0G819,P16298
Q0G819,P48454
Q0G819,Q08209
Q0G838,Q9NQC8
Q0G840,G3V3Y1
Q0G840,Q8N8N7
Q0G841,H7C0S8
Q0G841,O75575
Q0G843,Q13319
Q0G843,Q15078
Q22695,Q13319
Q22695,Q15078
Q0PCD8,O60304
Q966L8,O60304
Q0PDK5,O14772
Q10003,Q9NPB8
Q21407,Q9NPB8
Q10007,M0R2M9
Q10007,Q6XD76
Q10007,Q9NQ33
Q10010,Q6NUK4
Q10010,Q9BRK0
Q10010,Q9H6H4
Q10010,Q9H902
Q10011,P17213
Q10013,P62314
Q10018,Q9BXM0
Q10024,O75912
Q10024,Q13574
Q10038,Q13202
Q10038,Q9BY84
Q10039,P41250
Q8I711,P41250
Q10045,Q53HI1
Q10050,Q9BXI2
Q10050,Q9Y619
Q10051,Q9UMS4
Q10121,P52758
Q10122,Q562E7
Q10123,Q53H12
Q10129,Q9Y3D3
Q10453,P84243
Q9U281,P84243
Q10457,P22234
Q10462,P00915
Q10462,P00918
Q10462,P07451
Q10462,P35218
Q10462,P35219
Q10462,P43166
Q10462,Q8N1Q1
Q10462,Q9Y2D0
Q27504,P00915
Q27504,P00918
Q27504,P07451
Q27504,P35218
Q27504,P35219
Q27504,P43166
Q27504,Q8N1Q1
Q27504,Q9Y2D0
Q10574,Q92858
Q10576,O15460
Q10576,P13674
Q20065,O15460
Q20065,P13674
Q10578,P30876
Q10580,Q12872
Q8MPQ0,Q12872
Q10651,P05067
Q10651,P51693
Q10651,Q06481
Q10654,Q8WWL7
Q10656,P11362
Q10656,P21802
Q10656,P22455
Q10656,P22607
Q10657,P60174
Q10660,O77932
Q10661,Q9C005
Q10664,P36507
Q10664,Q02750
Q10666,P36402
Q10666,Q9HCS4
Q10666,Q9NQB0
Q10666,Q9UJU2
Q10667,Q9BQ04
Q10669,Q9ULK4
Q10901,P43004
Q10923,Q9NZN8
Q10925,Q07912
Q10925,Q13470
Q10929,Q8IZP0
Q10929,Q9NYB9
Q10929,Q9P2A4
Q10931,O94817
Q10943,P61204
Q10943,P84077
Q10944,P11117
Q10944,P15309
Q10944,Q9BZG2
Q10946,Q2TBE0
Q10949,Q9UG56
Q10950,Q5T280
Q10954,Q5T8P6
Q10954,Q9P2N5
Q11067,Q15084
Q11069,Q7Z5M5
Q11069,Q8TDI7
Q11069,Q8TDI8
Q11073,Q6UXD7
Q17675,Q6UXD7
Q11076,Q9NR09
Q11080,Q9HC24
Q11090,P0C263
Q11090,Q52WX2
Q11094,Q15672
Q11094,Q8WVJ9
Q11102,Q8NB25
Q11123,A4D2B0
Q20700,A4D2B0
Q11174,P36222
Q11174,Q12889
Q11174,Q13231
Q11174,Q15782
Q11174,Q9BZP6
Q11179,Q8TD08
Q11182,Q9H269
Q11183,O14530
Q11184,H0Y5L6
Q11184,O15520
Q11184,P11487
Q11184,P12034
Q11184,P21781
Q11184,P31371
Q11184,P61328
Q11184,Q92913
Q11184,Q92915
Q11184,Q9NP95
Q11185,Q5T013
Q11186,Q7Z6Z6
Q11186,Q96AD5
Q11186,Q9NST1
Q11187,Q05DH4
Q11187,Q8N612
Q11188,Q99575
Q11190,Q16134
Q14V35,Q9H9V9
G5EBR3,O75311
G5EBR3,P23415
G5EBR3,P23416
G5EBR3,P48167
G5EBR3,Q5JXX5
G5ECH3,O75311
G5ECH3,P23415
G5ECH3,P23416
G5ECH3,P48167
G5ECH3,Q5JXX5
G5EEZ3,O75311
G5EEZ3,P23415
G5EEZ3,P23416
G5EEZ3,P48167
G5EEZ3,Q5JXX5
Q17328,O75311
Q17328,P23415
Q17328,P23416
Q17328,P48167
Q17328,Q5JXX5
Q95Q97,O75311
Q95Q97,P23415
Q95Q97,P23416
Q95Q97,P48167
Q95Q97,Q5JXX5
Q17330,Q13591
Q17330,Q8NFY4
Q17330,Q9H2E6
Q17330,Q9H3T2
Q17330,Q9H3T3
Q17330,Q9P283
Q95Q16,Q13591
Q95Q16,Q8NFY4
Q95Q16,Q9H2E6
Q95Q16,Q9H3T2
Q95Q16,Q9H3T3
Q95Q16,Q9P283
Q17335,P11766
Q965R0,P11766
Q17336,Q9HCG8
Q17345,Q9UFF9
Q17345,Q9UIV1
Q17348,P62318
Q17353,Q8TEW0
Q17353,Q8TEW8
Q17361,P54578
Q17381,P55317
Q17383,Q9ULV0
Q17383,Q9Y4I1
Q17389,Q13616
Q17390,Q13617
Q17391,Q13618
Q17423,Q6ZUX3
Q17423,Q9Y4F4
Q17426,Q96PZ0
Q17428,Q9H8P0
Q17430,Q15020
Q17431,Q8WVC0
Q17432,A1Z1Q3
Q17432,Q9BQ69
Q17433,Q9H1X3
Q9U3L9,Q9H1X3
Q17435,Q9NQP4
Q17438,Q8TBM8
Q17438,Q9NXW2
Q17440,O75648
Q17446,Q15759
Q17446,Q16539
O45089,O00519
Q17447,O00519
Q17449,O00519
Q17452,O60449
Q17452,P22897
Q17452,Q13018
Q17452,Q9UBG0
Q17461,Q5T197
Q17461,Q5T1A1
Q17463,Q02094
Q17463,Q9H310
Q17463,Q9UBD6
Q22947,Q02094
Q22947,Q9H310
Q22947,Q9UBD6
Q17474,Q9UJ83
Q17476,Q9Y255
Q17477,Q330K2
Q17478,Q6DWJ6
Q17491,Q92609
Q17498,O75908
Q17498,P35610
Q17499,P28329
Q17499,P43155
Q17514,Q9H2P9
Q17515,Q9H3S5
Q17522,P50238
Q19641,P50238
Q17525,Q9NZU5
Q17525,Q9UGI8
Q17527,Q3KRA9
Q17533,Q9NPD3
Q17539,Q8N6R0
Q17540,Q9Y6X5
Q17549,Q8N3R9
Q17551,O75592
Q965Y9,O75592
Q17555,Q8N6S4
Q17556,O95455
Q20697,O95455
Q17557,O75880
Q17558,P35269
Q17569,Q5TDH0
Q17569,Q8WTU0
Q17571,O14520
Q17571,O43315
Q17571,Q92482
Q17571,Q96PS8
Q19949,O14520
Q19949,O43315
Q19949,Q92482
Q19949,Q96PS8
Q21473,O14520
Q21473,O43315
Q21473,Q92482
Q21473,Q96PS8
Q9XW36,O14520
Q9XW36,O43315
Q9XW36,Q92482
Q9XW36,Q96PS8
Q17573,Q9Y3C5
Q17574,Q9UBK8
Q17581,Q9H8M2
Q17581,Q9NPI1
Q17595,Q8TDR0
Q17598,Q8NE00
Q17602,P35658
Q17603,Q9NVP2
Q17603,Q9Y294
Q19326,Q9NVP2
Q19326,Q9Y294
Q17606,Q9UHA3
Q17607,O60942
Q6A3Q2,O60942
Q17632,Q9Y2L1
Q17635,O14777
Q17661,Q6ZNA5
Q17667,Q9C0E8
Q17678,Q86V40
Q17684,P61218
Q17687,Q9H7P6
Q17694,Q16533
Q17697,P39086
Q17697,P42261
Q17697,P42262
Q17697,P42263
Q17697,P48058
Q17697,Q13002
Q17697,Q13003
Q21415,P39086
Q21415,P42261
Q21415,P42262
Q21415,P42263
Q21415,P48058
Q21415,Q13002
Q21415,Q13003
Q17745,H0YBQ0
Q17745,Q16881
Q17749,Q96AH0
Q17749,Q9BQ15
Q17750,O94874
Q17754,Q9Y5J7
Q17761,P52209
Q17764,Q9NQZ5
Q17765,Q8N371
Q17766,O60779
Q17766,P41440
Q17766,Q9BZV2
Q17777,Q8IZC4
Q17777,Q9BST9
P34508,O00115
P34508,Q8WZ79
Q17778,O00115
Q17778,Q8WZ79
Q17784,Q9UBB9
Q17790,P04054
Q17796,O14964
Q17800,P98073
Q17819,Q9Y3B8
Q17820,Q9UBE0
Q17827,O60925
Q17828,Q8IYB8
Q17832,Q00341
Q17848,Q14642
Q17849,O14558
Q17849,P02489
Q17849,P02511
Q17849,P04792
Q17850,O75914
Q17850,Q13153
Q17850,Q13177
Q17860,P52824
Q17868,P33552
Q17868,P61024
Q17880,P49821
Q17886,P49321
Q17894,O75132
Q17894,O96006
Q18809,O75132
Q18809,O96006
Q21374,O75132
Q21374,O96006
Q17898,C9JMV9
Q17898,Q03154
Q17899,C9JMV9
Q17899,Q03154
Q17900,C9JMV9
Q17900,Q03154
Q5WRS4,C9JMV9
Q5WRS4,Q03154
Q17911,O60291
Q17911,Q96PX1
Q17912,A6NKF9
Q17912,B7ZAQ6
Q17912,P0CG08
Q9U1S3,A6NKF9
Q9U1S3,B7ZAQ6
Q9U1S3,P0CG08
Q17941,P31749
Q17941,P31751
Q17941,Q9Y243
Q9XTG7,P31749
Q9XTG7,P31751
Q9XTG7,Q9Y243
Q17949,Q9BU89
Q17957,Q15543
Q17958,Q9BUL8
Q17962,Q9NRD1
Q17963,P61964
Q17963,Q86VZ2
Q17971,Q14997
Q17989,O75427
Q17989,Q5VUJ6
Q17989,Q96II8
Q17989,Q9Y2L9
Q17996,Q96H72
Q18000,Q8NBT3
Q18006,Q9P0Z9
Q8WSW2,Q9P0Z9
Q18014,Q9H488
Q18024,Q5VW38
Q18024,Q9NPR9
Q18025,O75069
Q18025,O94876
Q18025,Q9ULS5
Q18026,Q16719
Q18028,P56589
Q18031,Q13423
Q18033,Q8NI27
Q18034,Q12986
Q18035,Q9BXY0
Q18036,Q9Y6M9
Q18037,Q969S3
Q18038,Q14690
Q18040,P04181
Q18046,Q6ICG6
Q18075,Q6ICG8
Q18075,Q969T9
Q18966,Q6ICG8
Q18966,Q969T9
Q18090,O96008
Q18090,Q969M1
Q18093,Q99442
Q18099,Q6ZTN6
Q18099,Q86YJ7
Q18099,Q8IZ07
Q18106,Q96LB3
Q18115,Q99460
Q18164,Q12882
Q18169,Q8WZ82
Q18171,Q9UKD1
Q18171,Q9Y692
Q18624,Q9UKD1
Q18624,Q9Y692
Q18177,P21926
Q18183,Q5THJ4
Q18186,P41214
Q18187,Q9NPJ3
Q8IG45,Q9NPJ3
Q18194,Q9UJW0
Q18195,Q96EB1
Q18211,P18754
Q18212,O00148
Q18212,Q13838
Q18213,Q8WU10
Q18214,Q8N0W3
Q18217,Q13564
Q18218,Q96EY8
Q18221,O15047
Q18221,Q9UPS6
Q18223,P0C2W1
Q18224,Q92600
Q18237,Q8IY18
Q18240,Q01105
Q18240,Q86VY4
Q18240,Q9H0U9
Q7JMA9,Q01105
Q7JMA9,Q86VY4
Q7JMA9,Q9H0U9
Q18241,Q9Y4B4
Q18246,P61224
Q18246,P62834
Q18248,Q9NQL9
Q18250,P18146
Q18250,Q06889
Q4R158,P18146
Q4R158,Q06889
Q18253,P27487
Q18253,P42658
Q18253,Q12884
Q18253,Q8N608
Q18257,O43709
Q18258,Q96H20
Q18263,Q8WVS4
Q18264,Q92545
Q18268,O43924
Q18273,O60479
Q18273,P56177
Q18273,P56178
Q18273,P56179
Q18273,Q07687
Q18273,Q92988
Q18286,Q8TAG9
Q18286,Q9Y2D4
Q18297,O75762
Q18315,Q8N357
Q18316,Q5T160
Q18318,Q9Y388
Q18319,O15243
Q18319,O95214
Q18357,Q8N1A6
Q18359,Q16718
Q18386,Q8TEA7
Q18403,Q6UXN9
Q18406,O00471
Q18407,Q17RN3
Q18407,Q52LJ0
Q18407,Q8NCA5
Q18409,P84103
Q18409,Q16629
Q18411,Q9NQZ7
Q18411,Q9Y227
Q21815,Q9NQZ7
Q21815,Q9Y227
Q18418,Q8N5A5
Q18421,Q8TAA5
Q18421,Q9HAV7
Q18425,Q9NRA0
Q18425,Q9NYA1
Q18426,P50542
Q18426,Q8IYB4
Q18429,Q8NE62
Q18438,O75425
Q18438,Q9UJG1
Q18445,Q9Y3C6
Q18447,Q9ULT8
Q18449,A6NH52
Q18449,Q96ET8
Q18449,Q9NYZ1
Q18453,Q14677
Q18476,Q9H2T7
Q18476,Q9UIA9
Q18477,Q96DB2
Q18484,Q9Y320
Q18485,Q9NVA1
Q18486,Q8NI60
Q18486,Q96D53
Q18488,O14908
Q18488,Q8TF64
Q18488,Q8TF65
Q20393,O14908
Q20393,Q8TF64
Q20393,Q8TF65
Q18496,Q9NR19
Q18500,Q6UX71
Q18500,Q8IUK5
Q18501,Q8IVI9
Q18510,Q9H0F7
Q18511,Q9NRN9
Q18515,Q9NS00
Q18533,A2RU54
Q18533,A6NHT5
Q18533,Q9NP08
Q18547,P40938
P48180,P36544
P48180,Q494W8
P91197,P36544
P91197,Q494W8
Q18556,P36544
Q18556,Q494W8
Q18566,O14802
Q18580,Q9NVE7
Q18581,P12821
Q18581,Q9BYF1
Q18585,Q969W1
Q93828,Q969W1
Q18587,P58546
Q18590,Q02575
Q18590,Q02577
Q18593,Q5JW98
Q18593,Q5R3K3
Q18593,Q8N5C1
Q18593,Q9HA72
Q18596,O75223
Q18597,P28288
Q18598,P28288
Q18602,Q96JG6
Q18610,Q8WU67
Q18610,Q96SE0
Q9U1Z6,Q8WU67
Q9U1Z6,Q96SE0
Q18660,O60488
Q18660,O95573
Q20121,O60488
Q20121,O95573
Q18663,Q7Z6G8
Q18663,Q8WXD9
Q18663,Q8WXE0
Q18663,Q92625
Q18668,Q7RTS9
Q18674,P56182
Q18674,Q14684
Q18677,O14531
Q18677,Q14117
Q18677,Q14194
Q18677,Q14195
Q18677,Q16555
Q18677,Q9BPU6
Q21773,O14531
Q21773,Q14117
Q21773,Q14194
Q21773,Q14195
Q21773,Q16555
Q21773,Q9BPU6
Q18678,P49591
Q18679,Q92611
Q18680,Q15181
Q18680,Q9H2U2
Q18685,Q86UX7
Q18685,Q96AC1
Q18685,Q9BQL6
Q18688,P07900
Q18688,P08238
Q18691,Q14320
Q18691,Q9Y247
Q18694,Q12950
Q18694,Q3SYB3
Q18694,Q5VV16
Q18694,Q6VB84
Q18694,Q6VB85
Q18694,Q8WXT5
Q18694,Q9NU39
Q18695,Q68DH5
Q18701,Q9GZQ4
Q18701,Q9HB89
Q18711,P61244
