HS_ENSG,Gene/Locus MIM number,Phenotype and Phenotype MIM number
ENSG00000133020,160741,"Carney complex variant, 608837 | Trismus-pseudocamptodactyly syndrome, 158300"
ENSG00000095321,600184,Carnitine acetyltransferase deficiency
ENSG00000197375,603377,"Carnitine deficiency, systemic primary, 212140"
ENSG00000178537,613698,"Carnitine-acylcarnitine translocase deficiency, 212138"
ENSG00000132170,601487,"Carotid intimal medial thickness 1, 609338 | Insulin resistance, severe, digenic, 604367 | Lipodystrophy, familial partial, type 3, 604367 | Obesity, severe, 601665 | Obesity, resistance to | Diabetes, type 2, 125853"
ENSG00000105429,604267,"Carpenter syndrome 2, 614976"
ENSG00000112210,606144,"Carpenter syndrome, 201000"
ENSG00000121634,600897,"Cataract 1, multiple types, 116200"
ENSG00000108255,123610,"Cataract 10, multiple types, 600881"
ENSG00000170819,603212,"Cataract 12, multiple types, 611597"
ENSG00000121743,121015,"Cataract 14, multiple types, 601885"
ENSG00000135517,154050,"Cataract 15, multiple types, 615274"
ENSG00000100122,600929,"Cataract 17, multiple types, 611544"
ENSG00000163820,607182,"Cataract 18, autosomal recessive, 610019"
ENSG00000105370,154045,"Cataract 19, multiple types, 615277"
ENSG00000163254,123680,"Cataract 2, multiple types, 604307"
ENSG00000213139,123730,"Cataract 20, multiple types, 116100"
ENSG00000100053,123630,"Cataract 22, 609741"
ENSG00000196431,123631,"Cataract 23, 610425"
ENSG00000244752,123620,"Cataract 3, multiple types, 601547"
ENSG00000026025,193060,"Cataract 30, pulverulent, 116300"
ENSG00000101421,610897,"Cataract 31, multiple types, 605387"
ENSG00000125864,603307,"Cataract 33, multiple types, 611391"
ENSG00000196116,611258,"Cataract 36, 613887"
ENSG00000006530,610345,"Cataract 38, autosomal recessive, 614691 | Sengers syndrome, 212350"
ENSG00000182187,123670,"Cataract 39, multiple types, autosomal dominant, 615188"
ENSG00000118231,123690,"Cataract 4, multiple types, 115700"
ENSG00000188158,300457,"Cataract 40, X-linked, 302200 | Nance-Horan syndrome, 302350"
ENSG00000109501,606201,"Cataract 41, 116400 | Deafness, autosomal dominant 6/14/38, 600965 | Wolfram syndrome 1, 222300 | Wolfram-like syndrome, autosomal dominant, 614296 | Diabetes mellitus, noninsulin-dependent, association with, 125853"
ENSG00000163499,600836,"Cataract 42, 115900"
ENSG00000141161,611220,"Cataract 43, 616279"
ENSG00000160285,600909,"Cataract 44, 616509"
ENSG00000105738,616655,"Cataract 45, 616851"
ENSG00000161904,616312,"Cataract 46, juvenile-onset, 212500"
ENSG00000152779,611910,"Cataract 47, juvenile, with microcornea, 612018"
ENSG00000102878,602438,"Cataract 5, multiple types, 116800"
ENSG00000142627,176946,"Cataract 6, multiple types, 116600"
ENSG00000160202,123580,"Cataract 9, multiple types, 604219"
ENSG00000140263,182500,"Cataract, congenital"
ENSG00000067704,612801,"Cataracts, growth hormone deficiency, sensory neuropathy, sensorineural hearing loss, and skeletal dyspl"
ENSG00000088451,616146,"Catel-Manzke syndrome, 616145"
ENSG00000103126,603816,"Caudal duplication anomaly, 607864 | Hepatocellular carcinoma, somatic, 114550"
ENSG00000173218,610132,"Caudal regression syndrome, 600145 | Neural tube defects, susceptibility to, 182940"
ENSG00000001631,604214,"Cavernous malformations of CNS and retina, 116860 | Cerebral cavernous malformations-1, 116860 | Hyperkeratotic cutaneous capillary-venous malformations associated with cerebral capillary malformations"
ENSG00000123342,601807,"Cavitary optic disc anomalies, 611543"
ENSG00000153563,186910,"CD8 deficiency, familial, 608957"
ENSG00000196735,146880,"Celiac disease, susceptibility to, 212750"
ENSG00000179344,604305,"Celiac disease, susceptibility to, 212750 | Creutzfeldt-Jakob disease, variant, resistance to, 123400 | Multiple sclerosis, susceptibility to, 1, 126200"
ENSG00000099331,602129,"Celiac disease, susceptibility to, 4, 609753"
ENSG00000132518,600179,"Central areolar choroidal dystrophy 1, 215500 | Cone-rod dystrophy 6, 601777 | Leber congenital amaurosis 1, 204000"
ENSG00000196218,180901,"Central core disease, 117000 | King-Denborough syndrome, 145600 | Minicore myopathy with external ophthalmoplegia, 255320 | Neuromuscular disease, congenital, with uniform type 1 fiber, 117000 | Malignant hyperthermia susceptibility 1, 145600"
ENSG00000168621,600837,"Central hypoventilation syndrome, 209880 | Hirschsprung disease, susceptibility to, 3, 613711 | Pheochromocytoma, modifier of, 171300"
ENSG00000176697,113505,"Central hypoventilation syndrome, congenital, 209880 | Anorexia nervosa, susceptibility to, 610269 | Bulimia nervosa, age of onset of weight loss in, 607499 | Memory impairment, susceptibility to | Obsessive-compulsive disorder, protection against, 164230"
ENSG00000139352,100790,"Central hypoventilation syndrome, congenital, 209880 | Haddad syndrome, 209880"
ENSG00000165731,164761,"Central hypoventilation syndrome, congenital, 209880 | Medullary thyroid carcinoma, 155240 | Multiple endocrine neoplasia IIA, 171400 | Multiple endocrine neoplasia IIB, 162300 | Pheochromocytoma, 171300 | Hirschsprung disease, susceptibility to, 1, 142623"
ENSG00000124205,131242,"Central hypoventilation syndrome, congenital, 209880 | Waardenburg syndrome, type 4B, 613265 | Hirschsprung disease, susceptibility to, 4, 613712"
ENSG00000109132,603851,"Central hypoventilation syndrome, congenital, with or without Hirschsprung disease, 209880 | Neuroblastoma with Hirschsprung disease, 613013 | Neuroblastoma, susceptibility to, 2, 613013"
ENSG00000079805,602378,"Centronuclear myopathy 1, 160150 | Charcot-Marie-Tooth disease, axonal type 2M, 606482 | Charcot-Marie-Tooth disease, dominant intermediate B, 606482 | Lethal congenital contracture syndrome 5, 615368"
ENSG00000136717,601248,"Centronuclear myopathy 2, 255200"
ENSG00000111046,159991,"Centronuclear myopathy 3, 614408"
ENSG00000162004,614666,"Centronuclear myopathy 4, 614807"
ENSG00000072195,615950,"Centronuclear myopathy 5, 615959"
ENSG00000091436,609479,"Centronuclear myopathy 6 with fiber-type disproportion, 617760 | Split-foot malformation with mesoaxial polydactyly, 616890"
ENSG00000163719,611089,"Centronuclear myopathy, autosomal, modifier of, 160150"
ENSG00000011275,609948,"Cerebellar ataxia and hypogonadotropic hypogonadism, 212840"
ENSG00000178538,114815,"Cerebellar ataxia and mental retardation with or without quadrupedal locomotion 3, 613227"
ENSG00000047457,117700,"Cerebellar ataxia, 604290 | Hemosiderosis, systemic, due to aceruloplasminemia, 604290 | Hypoceruloplasminemia, hereditary, 604290"
ENSG00000130816,126375,"Cerebellar ataxia, deafness, and narcolepsy, autosomal dominant, 604121 | Neuropathy, hereditary sensory, type IE, 614116"
ENSG00000167716,614218,"Cerebellar ataxia, mental retardation, and dysequilibrium syndrome 2, 610185"
ENSG00000132932,605870,"Cerebellar ataxia, mental retardation, and dysequilibrium syndrome 4, 615268"
ENSG00000171735,611501,"Cerebellar ataxia, nonprogressive, with mental retardation, 614756"
ENSG00000156113,600150,"Cerebellar atrophy, developmental delay, and seizures, 617643 | Paroxysmal nonkinesigenic dyskinesia, 3, with or without generalized epilepsy, 609446"
ENSG00000127463,616846,"Cerebellar atrophy, visual impairment, and psychomotor retardation, 616875"
ENSG00000147852,192977,"Cerebellar hypoplasia and mental retardation with or without quadrupedal locomotion 1, 224050"
ENSG00000185024,604902,"Cerebellofaciodental syndrome, 616202"
ENSG00000101439,604312,"Cerebral amyloid angiopathy, 105150 | Macular degeneration, age-related, 11, 611953"
ENSG00000171867,176640,"Cerebral amyloid angiopathy, PRNP-related, 137440 | Creutzfeldt-Jakob disease, 123400 | Gerstmann-Straussler disease, 137440 | Huntington disease-like 1, 603218 | Insomnia, fatal familial, 600072 | Prion disease with protracted course, 606688 | Kuru, susceptibility to, 245300"
ENSG00000114209,609118,"Cerebral cavernous malformations 3, 603285"
ENSG00000136280,607929,"Cerebral cavernous malformations-2, 603284"
ENSG00000130821,300036,"Cerebral creatine deficiency syndrome 1, 300352"
ENSG00000130005,601240,"Cerebral creatine deficiency syndrome 2, 612736"
ENSG00000171766,602360,"Cerebral creatine deficiency syndrome 3, 612718"
ENSG00000099940,604202,"Cerebral dysgenesis, neuropathy, ichthyosis, and palmoplantar keratoderma syndrome, 609528"
ENSG00000027075,605437,"Cerebral infarction, susceptibility to, 601367"
ENSG00000128683,605363,"Cerebral palsy, spastic quadriplegic, 1, 603513"
ENSG00000107104,607704,"Cerebral palsy, spastic quadriplegic, 2, 612900"
ENSG00000148700,601568,"Cerebral palsy, spastic quadriplegic, 3, 617008"
ENSG00000125835,182282,"Cerebrocostomandibular syndrome, 117650"
ENSG00000225830,609413,"Cerebrooculofacioskeletal syndrome 1, 214150 | Cockayne syndrome, type B, 133540 | De Sanctis-Cacchione syndrome, 278800 | Premature ovarian failure 11, 616946 | UV-sensitive syndrome 1, 600630 | Lung cancer, susceptibility to, 211980 | Macular degeneration, age-related, susceptibility to, 5, 613761"
ENSG00000104884,126340,"Cerebrooculofacioskeletal syndrome 2, 610756 | Trichothiodystrophy 1, photosensitive, 601675 | Xeroderma pigmentosum, group D, 278730"
ENSG00000134899,133530,"Cerebrooculofacioskeletal syndrome 3, 616570 | Xeroderma pigmentosum, group G, 278780 | Xeroderma pigmentosum, group G/Cockayne syndrome, 278780"
ENSG00000012061,126380,"Cerebrooculofacioskeletal syndrome 4, 610758"
ENSG00000107960,613128,"Cerebroretinal microangiopathy with calcifications and cysts 2, 617341"
ENSG00000178971,613129,"Cerebroretinal microangiopathy with calcifications and cysts, 612199"
ENSG00000135929,606530,"Cerebrotendinous xanthomatosis, 213700"
ENSG00000131238,600722,"Ceroid lipofuscinosis, neuronal, 1, 256730"
ENSG00000117984,116840,"Ceroid lipofuscinosis, neuronal, 10, 610127"
ENSG00000174080,603539,"Ceroid lipofuscinosis, neuronal, 13, Kufs type, 615362"
ENSG00000166340,607998,"Ceroid lipofuscinosis, neuronal, 2, 204500 | Spinocerebellar ataxia, autosomal recessive 7, 609270"
ENSG00000188603,607042,"Ceroid lipofuscinosis, neuronal, 3, 204200"
ENSG00000101152,611203,"Ceroid lipofuscinosis, neuronal, 4, Parry type, 162350"
ENSG00000102805,608102,"Ceroid lipofuscinosis, neuronal, 5, 256731"
ENSG00000128973,606725,"Ceroid lipofuscinosis, neuronal, 6, 601780 | Ceroid lipofuscinosis, neuronal, Kufs type, adult onset, 204300"
ENSG00000164073,611124,"Ceroid lipofuscinosis, neuronal, 7, 610951 | Macular dystrophy with central cone involvement, 616170"
ENSG00000182372,607837,"Ceroid lipofuscinosis, neuronal, 8, 600143 | Ceroid lipofuscinosis, neuronal, 8, Northern epilepsy variant, 610003"
ENSG00000011198,604780,"Chanarin-Dorfman syndrome, 275630"
ENSG00000008196,601601,"Char syndrome, 169100 | Patent ductus arteriosus 2, 617035"
ENSG00000104369,605266,"Charcot-Marie-Tooth disease, axonal, autosomal dominant, type 2K, 607831"
ENSG00000197102,600112,"Charcot-Marie-Tooth disease, axonal, type 20, 614228 | Mental retardation, autosomal dominant 13, 614563 | Spinal muscular atrophy, lower extremity-predominant 1, AD, 158600"
ENSG00000116688,608507,"Charcot-Marie-Tooth disease, axonal, type 2A2A, 609260 | Charcot-Marie-Tooth disease, axonal, type 2A2B, 617087 | Hereditary motor and sensory neuropathy VIA, 601152"
ENSG00000106211,602195,"Charcot-Marie-Tooth disease, axonal, type 2F, 606595 | Neuropathy, distal hereditary motor, type IIB, 608634"
ENSG00000104381,606598,"Charcot-Marie-Tooth disease, axonal, type 2K, 607831 | Charcot-Marie-Tooth disease, axonal, with vocal cord paresis, 607706 | Charcot-Marie-Tooth disease, recessive intermediate, A, 608340 | Charcot-Marie-Tooth disease, type 4A, 214400"
ENSG00000152137,608014,"Charcot-Marie-Tooth disease, axonal, type 2L, 608673 | Neuropathy, distal hereditary motor, type IIA, 158590"
ENSG00000090861,601065,"Charcot-Marie-Tooth disease, axonal, type 2N, 613287 | Epileptic encephalopathy, early infantile, 29, 616339"
ENSG00000148356,610933,"Charcot-Marie-Tooth disease, axonal, type 2P, 614436"
ENSG00000132740,600502,"Charcot-Marie-Tooth disease, axonal, type 2S, 616155 | Neuronopathy, distal hereditary motor, type VI, 604320"
ENSG00000166986,156560,"Charcot-Marie-Tooth disease, axonal, type 2U, 616280 | Interstitial lung and liver disease, 615486"
ENSG00000108784,609701,"Charcot-Marie-Tooth disease, axonal, type 2V, 616491 | Mucopolysaccharidosis type IIIB (Sanfilippo B), 252920"
ENSG00000170445,142810,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 | Usher syndrome type 3B, 614504"
ENSG00000133422,616661,"Charcot-Marie-Tooth disease, axonal, type 2Z, 616688"
ENSG00000134684,603623,"Charcot-Marie-Tooth disease, dominant intermediate C, 608323"
ENSG00000158887,159440,"Charcot-Marie-Tooth disease, dominant intermediate D, 607791 | Charcot-Marie-Tooth disease, type 1B, 118200 | Charcot-Marie-Tooth disease, type 2I, 607677 | Charcot-Marie-Tooth disease, type 2J, 607736 | Dejerine-Sottas disease, 145900 | Neuropathy, congenital hypomyelinating, 605253 | Roussy-Levy syndrome, 180800"
ENSG00000203485,610982,"Charcot-Marie-Tooth disease, dominant intermediate E, 614455 | Glomerulosclerosis, focal segmental, 5, 613237"
ENSG00000114450,610863,"Charcot-Marie-Tooth disease, dominant intermediate F, 615185"
ENSG00000128710,142984,"Charcot-Marie-Tooth disease, foot deformity of, 192950 | Vertical talus, congenital, 192950"
ENSG00000171680,611101,"Charcot-Marie-Tooth disease, recessive intermediate C, 615376 | Spinal muscular atrophy, distal, autosomal recessive, 4, 611067"
ENSG00000111775,602072,"Charcot-Marie-Tooth disease, recessive intermediate D, 616039"
ENSG00000065427,601421,"Charcot-Marie-Tooth disease, recessive intermediate, B, 613641 | Deafness, autosomal recessive 89, 613916"
ENSG00000189067,603795,"Charcot-Marie-Tooth disease, type 1C, 601098"
ENSG00000122877,129010,"Charcot-Marie-Tooth disease, type 1D, 607678 | Dejerine-Sottas disease, 145900 | Neuropathy, congenital hypomyelinating, 1, 605253"
ENSG00000277586,162280,"Charcot-Marie-Tooth disease, type 1F, 607734 | Charcot-Marie-Tooth disease, type 2E, 607684"
ENSG00000054523,605995,"Charcot-Marie-Tooth disease, type 2A1, 118210 | Pheochromocytoma, 171300 | Neuroblastoma, susceptibility to, 1, 256700"
ENSG00000075785,602298,"Charcot-Marie-Tooth disease, type 2B, 600882"
ENSG00000104973,610197,"Charcot-Marie-Tooth disease, type 2B2, 605589 | Basel-Vanagait-Smirin-Yosef syndrome, 616449"
ENSG00000106105,600287,"Charcot-Marie-Tooth disease, type 2D, 601472 | Neuropathy, distal hereditary motor, type VA, 600794"
ENSG00000109654,614141,"Charcot-Marie-Tooth disease, type 2R, 615490"
ENSG00000087053,603557,"Charcot-Marie-Tooth disease, type 4B1, 601382"
ENSG00000133812,607697,"Charcot-Marie-Tooth disease, type 4B2, 604563"
ENSG00000100241,603560,"Charcot-Marie-Tooth disease, type 4B3, 615284"
ENSG00000169247,608206,"Charcot-Marie-Tooth disease, type 4C, 601596 | Mononeuropathy of the median nerve, mild, 613353"
ENSG00000104419,605262,"Charcot-Marie-Tooth disease, type 4D, 601455"
ENSG00000105227,605725,"Charcot-Marie-Tooth disease, type 4F, 614895 | Dejerine-Sottas disease, 145900"
ENSG00000139132,611104,"Charcot-Marie-Tooth disease, type 4H, 609311"
ENSG00000148290,185620,"Charcot-Marie-Tooth disease, type 4K, 616684 | Leigh syndrome, due to COX IV deficiency, 256000"
ENSG00000067992,300906,"Charcot-Marie-Tooth disease, X-linked dominant, 6, 300905"
ENSG00000169562,304040,"Charcot-Marie-Tooth neuropathy, X-linked dominant, 1, 302800"
ENSG00000170381,608166,"CHARGE syndrome, 214800"
ENSG00000171316,608892,"CHARGE syndrome, 214800 | Hypogonadotropic hypogonadism 5 with or without anosmia, 612370"
ENSG00000143669,606897,"Chediak-Higashi syndrome, 214500"
ENSG00000087266,602104,"Cherubism, 118400"
ENSG00000101347,606754,"Chilblain lupus 2, 614415 | Aicardi-Goutieres syndrome 5, 612952"
ENSG00000147383,300275,"CHILD syndrome, 308050 | CK syndrome, 300831"
ENSG00000108474,605947,"CHIME syndrome, 280000"
ENSG00000105722,611888,"Chitayat syndrome, 617180 | Craniosynostosis 4, 600775"
ENSG00000133063,600031,"Chitotriosidase deficiency, 614122"
ENSG00000152104,603155,"Choanal atresia and lymphedema, 613611"
ENSG00000073734,603201,"Cholestasis, benign recurrent intrahepatic, 2, 605479 | Cholestasis, progressive familial intrahepatic 2, 601847"
ENSG00000081923,602397,"Cholestasis, benign recurrent intrahepatic, 243300 | Cholestasis, intrahepatic, of pregnancy, 1, 147480 | Cholestasis, progressive familial intrahepatic 1, 211600"
ENSG00000005471,171060,"Cholestasis, intrahepatic, of pregnancy, 3, 614972 | Cholestasis, progressive familial intrahepatic 3, 602347 | Gallbladder disease 1, 600803"
ENSG00000127831,193040,"Cholestasis, progressive canalicular"
ENSG00000119139,607709,"Cholestasis, progressive familial intrahepatic 4, 615878 | Hypercholanemia, familial, 607748"
ENSG00000012504,603826,"Cholestasis, progressive familial intrahepatic, 5, 617049"
ENSG00000107798,613497,"Cholesteryl ester storage disease, 278000 | Wolman disease, 278000"
ENSG00000154122,605145,"Chondrocalcinosis 2, 118600 | Craniometaphyseal dysplasia, 123000"
ENSG00000147155,300205,"Chondrodysplasia punctata, X-linked dominant, 302960 | MEND syndrome, 300960"
ENSG00000157399,300180,"Chondrodysplasia punctata, X-linked recessive, 302950"
ENSG00000104331,614010,"Chondrodysplasia with joint dislocations, GPAPP type, 614078"
ENSG00000094631,300272,"Chondrodysplasia with platyspondyly, distinctive brachydactyly, hydrocephaly, and microphthalmia, 300863"
ENSG00000160801,168468,"Chondrodysplasia, Blomstrand type, 215045 | Eiken syndrome, 600002 | Failure of tooth eruption, primary, 125350 | Metaphyseal chondrodysplasia, Murk Jansen type, 156400"
ENSG00000182197,608177,"Chondrosarcoma, 215300 | Exostoses, multiple, type 1, 133700"
ENSG00000119508,600542,"Chondrosarcoma, extraskeletal myxoid, 612237"
